Date,Day of Week,Time_(h),Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
2020-10-13,Tuesday,10,MasterCard,CVC,28,Online,Subscription,USA,USA,United Kingdom,F,53.7,Lloyds,True
2020-10-13,Tuesday,21,MasterCard,CVC,22,Online,Fashion,China,China,United Kingdom,F,44.0,Barclays,True
2020-10-13,Tuesday,15,Visa,CVC,10,Online,Children,United Kingdom,USA,United Kingdom,F,53.6,Lloyds,True
2020-10-14,Wednesday,0,Visa,CVC,29,Online,Children,United Kingdom,China,United Kingdom,F,44.6,HSBC,True
2020-10-13,Tuesday,3,Visa,PIN,14,ATM,Food,India,India,United Kingdom,M,71.0,Barclays,True
2020-10-13,Tuesday,4,Visa,Tap,28,POS,Subscription,China,China,United Kingdom,M,52.9,RBS,True
2020-10-13,Tuesday,5,Visa,CVC,12,Online,Services,India,India,United Kingdom,F,44.7,HSBC,True
2020-10-14,Wednesday,2,MasterCard,PIN,19,ATM,Electronics,United Kingdom,China,United Kingdom,M,42.5,Lloyds,True
2020-10-14,Wednesday,1,Visa,Tap,14,POS,Fashion,China,China,United Kingdom,M,41.9,Lloyds,True
2020-10-14,Wednesday,21,Visa,PIN,11,ATM,Services,China,China,United Kingdom,M,48.9,Barlcays,True
2020-10-13,Tuesday,0,Visa,Tap,19,POS,Food,China,China,United Kingdom,F,41.3,Barlcays,True
2020-10-13,Tuesday,1,MasterCard,Tap,28,POS,Subscription,United Kingdom,China,United Kingdom,M,51.5,Barclays,True
2020-10-14,Wednesday,0,Visa,PIN,268,POS,Children,India,India,United Kingdom,F,42.7,RBS,True
2020-10-13,Tuesday,2,MasterCard,CVC,18,Online,Children,United Kingdom,China,United Kingdom,M,56.5,Barclays,True
2020-10-13,Tuesday,11,Visa,CVC,27,Online,Food,United Kingdom,USA,United Kingdom,F,49.3,Barlcays,True
2020-10-13,Tuesday,6,Visa,CVC,5,Online,Services,India,India,United Kingdom,F,54.1,Barclays,True
2020-10-13,Tuesday,18,Visa,PIN,207,POS,Children,USA,USA,United Kingdom,M,52.7,Halifax,True
2020-10-14,Wednesday,4,Visa,CVC,22,Online,Entertainment,Russia,Russia,United Kingdom,F,26.4,Barclays,True
2020-10-14,Wednesday,1,Visa,CVC,21,Online,Food,United Kingdom,USA,United Kingdom,F,23.4,RBS,True
2020-10-14,Wednesday,0,MasterCard,CVC,23,Online,Electronics,India,India,United Kingdom,M,52.3,Monzo,True
2020-10-14,Wednesday,11,Visa,Tap,26,POS,Restaurant,China,China,United Kingdom,M,57.5,Lloyds,True
2020-10-14,Wednesday,16,Visa,Tap,8,POS,Electronics,China,China,United Kingdom,M,44.8,HSBC,True
2020-10-14,Wednesday,19,MasterCard,CVC,16,Online,Subscription,USA,USA,United Kingdom,F,38.1,Halifax,True
2020-10-14,Wednesday,6,Visa,CVC,23,Online,Entertainment,India,India,United Kingdom,M,35.7,Barclays,True
2020-10-13,Tuesday,9,MasterCard,CVC,269,Online,Children,Russia,Russia,United Kingdom,M,35.9,Barclays,True
2020-10-13,Tuesday,22,MasterCard,PIN,5,ATM,Products,Russia,Russia,United Kingdom,M,54.8,Metro,True
2020-10-14,Wednesday,2,Visa,CVC,19,Online,Electronics,USA,USA,United Kingdom,F,67.0,RBS,True
2020-10-14,Wednesday,6,Visa,Tap,5,POS,Fashion,India,India,United Kingdom,M,58.8,RBS,True
2020-10-13,Tuesday,9,Visa,CVC,7,Online,Products,USA,USA,United Kingdom,M,53.7,Lloyds,True
2020-10-13,Tuesday,22,MasterCard,PIN,13,ATM,Restaurant,India,India,United Kingdom,M,67.8,Barclays,True
2020-10-13,Tuesday,5,Visa,Tap,17,POS,Electronics,India,India,United Kingdom,F,50.9,Lloyds,True
2020-10-14,Wednesday,14,MasterCard,CVC,5,Online,Restaurant,United Kingdom,India,United Kingdom,F,35.2,Barclays,True
2020-10-13,Tuesday,5,Visa,Tap,29,POS,Fashion,India,India,United Kingdom,M,43.2,Barclays,True
2020-10-13,Tuesday,23,Visa,Tap,11,POS,Children,India,India,United Kingdom,M,41.6,Monzo,True
2020-10-13,Tuesday,6,Visa,CVC,9,Online,Electronics,United Kingdom,China,United Kingdom,F,44.3,Halifax,True
2020-10-14,Wednesday,19,MasterCard,CVC,15,Online,Entertainment,India,India,United Kingdom,M,42.3,HSBC,True
2020-10-14,Wednesday,6,MasterCard,CVC,17,Online,Electronics,India,India,United Kingdom,F,52.6,Metro,True
2020-10-13,Tuesday,14,MasterCard,CVC,22,Online,Electronics,India,India,United Kingdom,F,47.8,Metro,True
2020-10-13,Tuesday,10,Visa,Tap,20,POS,Food,Russia,Russia,United Kingdom,M,36.6,Monzo,True
2020-10-14,Wednesday,12,MasterCard,PIN,395,ATM,Children,USA,USA,United Kingdom,M,66.2,Metro,True
2020-10-13,Tuesday,14,Visa,PIN,8,ATM,Restaurant,Russia,Russia,United Kingdom,F,42.8,Lloyds,True
2020-10-13,Tuesday,22,MasterCard,CVC,12,Online,Subscription,India,India,United Kingdom,F,30.4,Barlcays,True
2020-10-14,Wednesday,3,Visa,PIN,11,ATM,Products,USA,USA,United Kingdom,M,32.5,Barclays,True
2020-10-14,Wednesday,8,Visa,Tap,5,POS,Fashion,India,India,United Kingdom,M,61.0,RBS,True
2020-10-14,Wednesday,2,MasterCard,CVC,24,Online,Food,United Kingdom,China,United Kingdom,F,55.3,Lloyds,True
2020-10-14,Wednesday,1,Visa,PIN,28,ATM,Fashion,India,India,United Kingdom,F,40.0,Metro,True
2020-10-14,Wednesday,2,MasterCard,CVC,25,Online,Children,China,China,United Kingdom,M,49.1,Barclays,True
2020-10-13,Tuesday,17,Visa,CVC,20,Online,Fashion,Russia,Russia,United Kingdom,F,31.5,Monzo,True
2020-10-13,Tuesday,6,Visa,CVC,13,Online,Food,China,China,United Kingdom,F,57.7,Halifax,True
2020-10-13,Tuesday,2,Visa,PIN,40,POS,Children,United Kingdom,India,United Kingdom,M,35.9,Monzo,True
2020-10-13,Tuesday,23,Visa,CVC,23,Online,Gaming,India,India,United Kingdom,M,42.5,Metro,True
2020-10-13,Tuesday,0,Visa,CVC,17,Online,Electronics,United Kingdom,USA,United Kingdom,M,38.3,Barclays,True
2020-10-14,Wednesday,6,Visa,CVC,29,Online,Products,Russia,Russia,United Kingdom,M,26.4,RBS,True
2020-10-13,Tuesday,18,MasterCard,PIN,13,ATM,Fashion,China,China,United Kingdom,M,34.5,Barlcays,True
2020-10-14,Wednesday,17,Visa,CVC,400,Online,Products,USA,USA,United Kingdom,F,27.1,Monzo,True
2020-10-14,Wednesday,3,MasterCard,CVC,369,Online,Fashion,United Kingdom,China,United Kingdom,M,41.1,RBS,True
2020-10-14,Wednesday,7,MasterCard,PIN,111,POS,Entertainment,Russia,Russia,United Kingdom,F,41.0,Metro,True
2020-10-14,Wednesday,4,Visa,CVC,17,Online,Children,United Kingdom,USA,United Kingdom,M,31.5,Metro,True
2020-10-14,Wednesday,4,Visa,Tap,28,POS,Restaurant,Russia,Russia,United Kingdom,M,40.2,Halifax,True
2020-10-13,Tuesday,4,Visa,Tap,29,POS,Food,China,China,United Kingdom,M,46.8,Barlcays,True
2020-10-13,Tuesday,9,MasterCard,PIN,115,POS,Children,Russia,Russia,United Kingdom,F,37.9,HSBC,True
2020-10-14,Wednesday,10,Visa,Tap,5,POS,Services,India,India,United Kingdom,M,43.6,RBS,True
2020-10-13,Tuesday,11,MasterCard,CVC,30,Online,Entertainment,India,India,United Kingdom,M,34.4,Barclays,True
2020-10-13,Tuesday,2,MasterCard,PIN,399,ATM,Products,India,India,United Kingdom,M,48.8,Halifax,True
2020-10-13,Tuesday,22,Visa,CVC,15,Online,Electronics,USA,USA,United Kingdom,M,57.5,Barclays,True
2020-10-13,Tuesday,14,Visa,PIN,27,ATM,Children,China,United Kingdom,China,F,44.9,Halifax,True
2020-10-13,Tuesday,2,MasterCard,PIN,14,ATM,Fashion,India,India,United Kingdom,M,39.6,Barlcays,True
2020-10-13,Tuesday,2,Visa,CVC,7,Online,Restaurant,United Kingdom,Russia,United Kingdom,F,42.6,Halifax,True
2020-10-13,Tuesday,12,MasterCard,CVC,23,Online,Children,United Kingdom,China,United Kingdom,F,38.8,Metro,True
2020-10-13,Tuesday,3,MasterCard,CVC,24,Online,Restaurant,USA,USA,United Kingdom,M,56.9,RBS,True
2020-10-13,Tuesday,21,Visa,CVC,22,Online,Children,USA,USA,United Kingdom,F,38.4,Halifax,True
2020-10-13,Tuesday,18,Visa,CVC,351,Online,Products,USA,USA,United Kingdom,F,40.9,Metro,True
2020-10-14,Wednesday,3,Visa,PIN,234,POS,Children,USA,USA,United Kingdom,M,44.1,Barclays,True
2020-10-13,Tuesday,9,MasterCard,CVC,15,Online,Entertainment,USA,USA,United Kingdom,F,47.5,Barclays,True
2020-10-13,Tuesday,7,MasterCard,CVC,14,Online,Children,United Kingdom,China,United Kingdom,M,40.6,RBS,True
2020-10-13,Tuesday,19,Visa,Tap,15,POS,Restaurant,Russia,Russia,United Kingdom,M,46.9,RBS,True
2020-10-14,Wednesday,9,Visa,PIN,30,ATM,Food,USA,USA,United Kingdom,F,39.1,Barclays,True
2020-10-14,Wednesday,23,MasterCard,PIN,29,ATM,Fashion,USA,USA,United Kingdom,F,37.9,Barclays,True
2020-10-13,Tuesday,6,Visa,Tap,14,POS,Gaming,United Kingdom,Russia,United Kingdom,M,52.8,Metro,True
2020-10-13,Tuesday,12,Visa,CVC,16,Online,Electronics,Russia,United Kingdom,Russia,M,25.0,Barclays,True
2020-10-13,Tuesday,14,Visa,CVC,169,Online,Entertainment,India,India,United Kingdom,F,50.6,Barclays,True
2020-10-14,Wednesday,12,Visa,PIN,199,ATM,Children,Russia,Russia,United Kingdom,M,25.3,Barclays,True
2020-10-13,Tuesday,13,Visa,Tap,12,POS,Entertainment,USA,USA,United Kingdom,M,49.9,Barlcays,True
2020-10-14,Wednesday,5,MasterCard,CVC,15,Online,Subscription,United Kingdom,China,United Kingdom,M,54.1,Barclays,True
2020-10-13,Tuesday,19,MasterCard,Tap,28,POS,Fashion,United Kingdom,India,United Kingdom,M,42.5,Metro,True
2020-10-14,Wednesday,11,Visa,CVC,25,Online,Entertainment,United Kingdom,USA,United Kingdom,F,44.9,RBS,True
2020-10-14,Wednesday,17,MasterCard,Tap,9,POS,Services,India,India,United Kingdom,F,46.4,Barclays,True
2020-10-13,Tuesday,20,Visa,PIN,149,POS,Children,Russia,Russia,United Kingdom,F,65.5,Metro,True
2020-10-14,Wednesday,6,Visa,PIN,10,ATM,Children,United Kingdom,USA,United Kingdom,F,68.7,Barclays,True
2020-10-13,Tuesday,22,Visa,PIN,20,ATM,Electronics,India,India,United Kingdom,F,55.3,Barclays,True
2020-10-13,Tuesday,2,Visa,CVC,17,Online,Gaming,China,China,United Kingdom,F,43.8,Lloyds,True
2020-10-14,Wednesday,21,Visa,CVC,8,Online,Entertainment,China,China,United Kingdom,M,46.8,Monzo,True
2020-10-13,Tuesday,6,Visa,Tap,7,POS,Services,USA,USA,United Kingdom,M,38.2,Halifax,True
2020-10-13,Tuesday,18,MasterCard,CVC,386,Online,Electronics,Russia,Russia,United Kingdom,F,51.3,Metro,True
2020-10-13,Tuesday,2,Visa,CVC,6,Online,Children,Russia,Russia,United Kingdom,F,31.5,RBS,True
2020-10-14,Wednesday,2,MasterCard,PIN,237,ATM,Electronics,Russia,Russia,United Kingdom,M,64.0,Lloyds,True
2020-10-14,Wednesday,6,Visa,PIN,24,ATM,Fashion,Russia,Russia,United Kingdom,M,44.1,Barclays,True
2020-10-14,Wednesday,16,Visa,Tap,21,POS,Services,India,India,United Kingdom,M,44.1,Barclays,True
2020-10-14,Wednesday,23,Visa,CVC,7,Online,Children,India,India,United Kingdom,F,26.3,HSBC,True
2020-10-14,Wednesday,3,MasterCard,PIN,10,ATM,Fashion,China,China,United Kingdom,F,46.7,HSBC,True
2020-10-13,Tuesday,6,Visa,PIN,12,ATM,Restaurant,United Kingdom,Russia,United Kingdom,M,46.4,Barclays,True
2020-10-14,Wednesday,14,Visa,PIN,6,ATM,Entertainment,China,China,United Kingdom,M,53.0,Monzo,True
2020-10-14,Wednesday,2,MasterCard,Tap,23,POS,Food,Russia,Russia,United Kingdom,M,48.2,HSBC,True
2020-10-14,Wednesday,8,Visa,PIN,199,POS,Restaurant,China,China,United Kingdom,F,42.7,Lloyds,True
2020-10-13,Tuesday,4,MasterCard,PIN,11,ATM,Children,Russia,Russia,United Kingdom,M,50.5,Monzo,True
2020-10-14,Wednesday,22,Visa,CVC,231,Online,Electronics,Russia,Russia,United Kingdom,M,30.6,HSBC,True
2020-10-13,Tuesday,12,MasterCard,CVC,108,Online,Electronics,Russia,Russia,United Kingdom,M,60.8,Barclays,True
2020-10-13,Tuesday,16,Visa,Tap,21,POS,Fashion,USA,USA,United Kingdom,M,54.7,Halifax,True
2020-10-13,Tuesday,3,MasterCard,PIN,15,ATM,Entertainment,India,India,United Kingdom,M,50.6,Barclays,True
2020-10-13,Tuesday,4,Visa,PIN,16,ATM,Children,USA,USA,United Kingdom,F,44.9,Barclays,True
2020-10-14,Wednesday,17,MasterCard,PIN,15,ATM,Services,United Kingdom,China,United Kingdom,M,31.2,Barclays,True
2020-10-13,Tuesday,5,Visa,CVC,8,Online,Children,Russia,Russia,United Kingdom,F,47.3,Barclays,True
2020-10-13,Tuesday,20,MasterCard,CVC,8,Online,Entertainment,India,India,United Kingdom,F,42.0,Metro,True
2020-10-14,Wednesday,6,Visa,PIN,29,ATM,Children,China,China,United Kingdom,F,25.6,RBS,True
2020-10-13,Tuesday,17,MasterCard,CVC,27,Online,Entertainment,India,India,United Kingdom,F,38.8,RBS,True
2020-10-14,Wednesday,0,MasterCard,PIN,30,ATM,Products,Russia,Russia,United Kingdom,F,38.5,HSBC,True
2020-10-13,Tuesday,10,MasterCard,Tap,15,POS,Fashion,USA,USA,United Kingdom,F,49.6,Metro,True
2020-10-13,Tuesday,5,Visa,Tap,27,POS,Products,USA,USA,United Kingdom,M,40.1,Halifax,True
2020-10-13,Tuesday,14,Visa,CVC,338,Online,Restaurant,USA,USA,United Kingdom,M,63.8,Barclays,True
2020-10-14,Wednesday,2,MasterCard,CVC,29,Online,Entertainment,United Kingdom,China,United Kingdom,M,54.2,Barlcays,True
2020-10-14,Wednesday,11,MasterCard,CVC,53,Online,Services,Russia,Russia,United Kingdom,M,46.7,Monzo,True
2020-10-14,Wednesday,16,MasterCard,CVC,11,Online,Electronics,China,China,United Kingdom,F,36.0,Metro,True
2020-10-14,Wednesday,12,MasterCard,CVC,64,Online,Children,United Kingdom,USA,United Kingdom,M,22.0,Monzo,True
2020-10-14,Wednesday,10,MasterCard,CVC,21,Online,Restaurant,United Kingdom,Russia,United Kingdom,M,59.2,Barclays,True
2020-10-13,Tuesday,3,MasterCard,PIN,27,ATM,Fashion,USA,USA,United Kingdom,M,21.2,Barclays,True
2020-10-14,Wednesday,4,MasterCard,PIN,29,ATM,Restaurant,India,India,United Kingdom,M,54.1,Metro,True
2020-10-14,Wednesday,3,Visa,Tap,15,POS,Children,China,China,United Kingdom,M,49.6,RBS,True
2020-10-13,Tuesday,21,Visa,CVC,400,Online,Electronics,USA,United Kingdom,USA,F,45.0,Lloyds,True
2020-10-13,Tuesday,9,MasterCard,PIN,106,POS,Children,China,China,United Kingdom,M,40.8,Barclays,True
2020-10-13,Tuesday,1,Visa,Tap,20,POS,Subscription,China,China,United Kingdom,F,51.8,Barclays,True
2020-10-14,Wednesday,1,Visa,Tap,7,POS,Electronics,India,India,United Kingdom,F,33.1,Barlcays,True
2020-10-14,Wednesday,9,Visa,CVC,299,Online,Electronics,China,China,United Kingdom,M,44.6,Barclays,True
2020-10-14,Wednesday,1,MasterCard,CVC,14,Online,Entertainment,China,China,United Kingdom,F,57.9,Lloyds,True
2020-10-13,Tuesday,5,Visa,Tap,14,POS,Food,United Kingdom,Russia,United Kingdom,F,35.7,Metro,True
2020-10-13,Tuesday,15,MasterCard,CVC,390,Online,Children,United Kingdom,USA,United Kingdom,F,54.9,Barclays,True
2020-10-14,Wednesday,7,MasterCard,Tap,13,POS,Electronics,USA,USA,United Kingdom,F,46.9,Barclays,True
2020-10-14,Wednesday,3,MasterCard,Tap,10,POS,Electronics,Russia,Russia,United Kingdom,M,57.6,Barclays,True
2020-10-14,Wednesday,6,MasterCard,PIN,9,ATM,Electronics,China,China,United Kingdom,F,45.8,Metro,True
2020-10-14,Wednesday,15,Visa,CVC,18,Online,Subscription,India,India,United Kingdom,F,47.2,RBS,True
2020-10-14,Wednesday,5,Visa,CVC,12,Online,Restaurant,United Kingdom,USA,United Kingdom,F,44.8,Barclays,True
2020-10-13,Tuesday,16,MasterCard,CVC,201,Online,Electronics,China,China,United Kingdom,M,44.7,Halifax,True
2020-10-13,Tuesday,5,Visa,CVC,27,Online,Electronics,China,United Kingdom,China,M,34.2,HSBC,True
2020-10-13,Tuesday,1,Visa,CVC,30,Online,Children,United Kingdom,USA,United Kingdom,F,57.2,Lloyds,True
2020-10-13,Tuesday,3,Visa,CVC,369,Online,Gaming,India,India,United Kingdom,M,37.4,Barclays,True
2020-10-14,Wednesday,18,Visa,CVC,23,Online,Children,United Kingdom,Russia,United Kingdom,F,37.4,Barclays,True
2020-10-13,Tuesday,5,Visa,CVC,22,Online,Products,USA,USA,United Kingdom,M,26.4,Lloyds,True
2020-10-14,Wednesday,2,Visa,CVC,5,Online,Children,United Kingdom,China,United Kingdom,M,56.1,Lloyds,True
2020-10-13,Tuesday,13,MasterCard,Tap,16,POS,Gaming,Russia,Russia,United Kingdom,M,56.3,Barlcays,True
2020-10-13,Tuesday,14,MasterCard,CVC,5,Online,Food,USA,USA,United Kingdom,M,36.5,Barclays,True
2020-10-14,Wednesday,2,Visa,PIN,264,POS,Electronics,India,India,United Kingdom,M,55.2,Monzo,True
2020-10-14,Wednesday,4,MasterCard,Tap,13,POS,Electronics,USA,USA,United Kingdom,F,51.4,Barclays,True
2020-10-13,Tuesday,6,Visa,PIN,146,POS,Electronics,India,India,United Kingdom,M,53.8,Metro,True
2020-10-14,Wednesday,3,Visa,PIN,251,ATM,Subscription,India,India,United Kingdom,M,62.1,Monzo,True
2020-10-14,Wednesday,2,MasterCard,CVC,5,Online,Entertainment,Russia,Russia,United Kingdom,M,32.4,Barclays,True
2020-10-14,Wednesday,6,Visa,PIN,392,ATM,Electronics,USA,USA,United Kingdom,M,36.7,Monzo,True
2020-10-14,Wednesday,0,MasterCard,CVC,19,Online,Services,USA,USA,United Kingdom,M,20.2,HSBC,True
2020-10-14,Wednesday,8,Visa,PIN,17,ATM,Fashion,United Kingdom,USA,United Kingdom,M,50.9,HSBC,True
2020-10-13,Tuesday,5,Visa,Tap,21,POS,Products,India,India,United Kingdom,F,39.5,Barclays,True
2020-10-13,Tuesday,7,MasterCard,CVC,11,Online,Food,USA,USA,United Kingdom,M,47.1,RBS,True
2020-10-13,Tuesday,21,Visa,PIN,20,ATM,Restaurant,Russia,Russia,United Kingdom,M,40.6,Halifax,True
2020-10-13,Tuesday,16,Visa,CVC,22,Online,Food,India,India,United Kingdom,M,49.8,Barclays,True
2020-10-14,Wednesday,6,Visa,CVC,9,Online,Gaming,USA,USA,United Kingdom,M,46.9,Metro,True
2020-10-13,Tuesday,3,Visa,CVC,253,Online,Children,China,China,United Kingdom,M,45.5,Lloyds,True
2020-10-13,Tuesday,0,MasterCard,PIN,307,ATM,Children,USA,USA,United Kingdom,M,47.5,RBS,True
2020-10-14,Wednesday,15,MasterCard,PIN,19,ATM,Fashion,China,China,United Kingdom,M,38.6,Barclays,True
2020-10-13,Tuesday,5,MasterCard,CVC,264,Online,Electronics,USA,USA,United Kingdom,M,48.1,Barclays,True
2020-10-13,Tuesday,3,MasterCard,Tap,19,POS,Products,India,India,United Kingdom,M,40.4,HSBC,True
2020-10-14,Wednesday,16,MasterCard,Tap,26,POS,Fashion,United Kingdom,India,United Kingdom,M,40.8,Barclays,True
2020-10-14,Wednesday,4,MasterCard,CVC,258,Online,Entertainment,China,China,United Kingdom,M,28.6,Barclays,True
2020-10-13,Tuesday,6,MasterCard,PIN,5,ATM,Children,India,United Kingdom,India,M,32.2,Halifax,True
2020-10-14,Wednesday,5,MasterCard,CVC,11,Online,Services,India,India,United Kingdom,F,48.7,Metro,True
2020-10-13,Tuesday,2,MasterCard,Tap,12,POS,Children,China,China,United Kingdom,M,53.3,Lloyds,True
2020-10-14,Wednesday,2,MasterCard,CVC,15,Online,Electronics,China,China,United Kingdom,F,40.6,RBS,True
2020-10-14,Wednesday,22,MasterCard,CVC,24,Online,Food,Russia,Russia,United Kingdom,M,32.1,Barclays,True
2020-10-13,Tuesday,14,Visa,CVC,305,Online,Food,India,India,United Kingdom,F,37.5,Barclays,True
2020-10-14,Wednesday,4,Visa,CVC,317,Online,Children,China,China,United Kingdom,F,53.9,Barclays,True
2020-10-14,Wednesday,10,Visa,PIN,321,POS,Fashion,India,India,United Kingdom,F,49.1,Monzo,True
2020-10-13,Tuesday,17,MasterCard,Tap,10,POS,Children,United Kingdom,USA,United Kingdom,M,34.7,Barclays,True
2020-10-13,Tuesday,2,Visa,PIN,17,ATM,Entertainment,Russia,Russia,United Kingdom,F,48.3,Halifax,True
2020-10-14,Wednesday,3,Visa,Tap,19,POS,Fashion,Russia,Russia,United Kingdom,M,49.3,Monzo,True
2020-10-14,Wednesday,22,MasterCard,CVC,110,Online,Electronics,United Kingdom,India,United Kingdom,M,63.8,Barclays,True
2020-10-14,Wednesday,0,Visa,CVC,101,Online,Subscription,USA,USA,United Kingdom,M,40.4,Barclays,True
2020-10-13,Tuesday,6,Visa,Tap,14,POS,Entertainment,USA,USA,United Kingdom,M,47.4,Barlcays,True
2020-10-13,Tuesday,13,MasterCard,PIN,27,ATM,Services,China,China,United Kingdom,F,34.8,RBS,True
2020-10-14,Wednesday,17,Visa,CVC,163,Online,Children,United Kingdom,China,United Kingdom,F,51.7,Barclays,True
2020-10-13,Tuesday,5,MasterCard,CVC,368,Online,Children,China,China,United Kingdom,F,50.4,HSBC,True
2020-10-13,Tuesday,2,MasterCard,CVC,5,Online,Children,India,United Kingdom,India,M,43.7,Barclays,True
2020-10-13,Tuesday,4,MasterCard,CVC,25,Online,Subscription,United Kingdom,China,United Kingdom,M,31.7,HSBC,True
2020-10-14,Wednesday,13,MasterCard,CVC,29,Online,Subscription,China,China,United Kingdom,F,37.8,Barclays,True
2020-10-13,Tuesday,17,Visa,PIN,5,ATM,Electronics,India,India,United Kingdom,F,45.1,HSBC,True
2020-10-14,Wednesday,19,Visa,Tap,7,POS,Restaurant,India,India,United Kingdom,M,44.3,HSBC,True
2020-10-14,Wednesday,5,MasterCard,CVC,19,Online,Products,USA,USA,United Kingdom,M,38.5,Lloyds,True
2020-10-14,Wednesday,18,Visa,CVC,360,Online,Electronics,India,India,United Kingdom,M,40.7,Barclays,True
2020-10-14,Wednesday,0,Visa,PIN,23,ATM,Children,China,China,United Kingdom,F,50.3,Barlcays,True
2020-10-13,Tuesday,1,Visa,PIN,286,ATM,Subscription,China,China,United Kingdom,M,45.8,Lloyds,True
2020-10-13,Tuesday,0,MasterCard,CVC,13,Online,Food,India,India,United Kingdom,F,42.6,Barclays,True
2020-10-13,Tuesday,10,Visa,CVC,9,Online,Electronics,China,China,United Kingdom,F,72.7,Halifax,True
2020-10-14,Wednesday,11,MasterCard,CVC,23,Online,Restaurant,China,China,United Kingdom,M,39.9,Halifax,True
2020-10-14,Wednesday,21,MasterCard,Tap,21,POS,Fashion,China,China,United Kingdom,F,49.2,Metro,True
2020-10-14,Wednesday,23,Visa,CVC,121,Online,Gaming,Russia,Russia,United Kingdom,F,29.4,Barclays,True
2020-10-13,Tuesday,2,Visa,PIN,96,POS,Fashion,India,India,United Kingdom,F,30.5,Barlcays,True
2020-10-13,Tuesday,11,MasterCard,Tap,24,POS,Fashion,India,India,United Kingdom,M,35.0,Barclays,True
2020-10-14,Wednesday,5,Visa,PIN,6,ATM,Restaurant,USA,USA,United Kingdom,F,45.3,Barclays,True
2020-10-14,Wednesday,22,Visa,PIN,192,POS,Subscription,India,India,United Kingdom,F,44.5,Halifax,True
2020-10-14,Wednesday,23,Visa,CVC,13,Online,Children,China,China,United Kingdom,M,40.4,Barclays,True
2020-10-14,Wednesday,22,MasterCard,Tap,8,POS,Electronics,China,China,United Kingdom,F,35.2,Lloyds,True
2020-10-13,Tuesday,6,Visa,CVC,11,Online,Children,United Kingdom,India,United Kingdom,F,47.0,Metro,True
2020-10-13,Tuesday,11,Visa,PIN,5,ATM,Fashion,United Kingdom,USA,United Kingdom,M,30.8,Lloyds,True
2020-10-13,Tuesday,12,Visa,CVC,15,Online,Children,United Kingdom,USA,United Kingdom,F,69.6,Barclays,True
2020-10-14,Wednesday,9,Visa,PIN,28,ATM,Electronics,USA,USA,United Kingdom,F,39.0,Barclays,True
2020-10-14,Wednesday,9,MasterCard,PIN,24,ATM,Gaming,USA,USA,United Kingdom,M,43.0,Barclays,True
2020-10-13,Tuesday,0,Visa,Tap,30,POS,Fashion,India,India,United Kingdom,M,31.1,Halifax,True
2020-10-14,Wednesday,7,Visa,PIN,27,ATM,Products,Russia,Russia,United Kingdom,M,48.8,Barlcays,True
2020-10-13,Tuesday,20,Visa,PIN,24,ATM,Subscription,India,India,United Kingdom,F,43.2,RBS,True
2020-10-14,Wednesday,1,Visa,CVC,374,Online,Gaming,India,India,United Kingdom,M,58.6,Barclays,True
2020-10-14,Wednesday,3,MasterCard,CVC,24,Online,Services,Russia,Russia,United Kingdom,M,20.9,Barclays,True
2020-10-13,Tuesday,5,Visa,CVC,17,Online,Entertainment,Russia,Russia,United Kingdom,M,41.5,Barclays,True
2020-10-13,Tuesday,5,Visa,CVC,318,Online,Electronics,India,India,United Kingdom,M,49.4,Barclays,True
2020-10-13,Tuesday,9,Visa,Tap,6,POS,Products,India,India,United Kingdom,F,44.8,Halifax,True
2020-10-13,Tuesday,11,Visa,PIN,17,POS,Entertainment,China,China,United Kingdom,F,63.6,Monzo,True
